scaling_min 4.5
scaling_max 5.2
num_runs 100
num_evidence_var 3
max_iter 100
ev_prob_list mc_rt_list mc_me_list qinf_rt_list qinf_me_list
0.0014178392463273738 0.251299045 0.009059558786695288 2.01864888 0.014059558786695847
0.0036736395987092166 0.310659554 0.0003244986358625912 1.2765166800000003 0.00032449863586325733
3.434523239046566e-05 10.363924712 0.0003999996787755755 11.87576394 0.01039999967877625
8.582352201353445e-06 81.157371843 0.00344216706898004 30.079975860000005 0.02655783293102021
8.309353370321898e-06 116.212886359 0.027481379083442392 26.796083760000002 0.022481379083442443
2.1048920344980393e-06 520.07271997 0.02356859411010348 46.1518305 0.043568594110103526
4.7043213613374456e-05 7.557027357 0.015000005200505373 9.65914932 5.200505914793041e-09
2.6263462213143977e-07 1895.165280019 0.011715538746397192 143.99627964000004 0.0017155387463974048
0.001959943267089454 0.183840017 0.018703378845952582 1.4378508000000003 0.016296621154048174
0.008460827128693178 0.16122420399999998 0.0069802516310925045 0.615042 0.05301974836890788
0.0003300548820965534 2.968232816 0.014506198523129621 4.4670751200000005 0.0295061985231303
9.278228613267241e-05 9.4791044 0.010000007579103243 8.44591524 0.020000007579103696
1.6743872265454258e-05 21.373799932 3.1664967349576134e-10 17.985342480000003 3.1664967349576134e-10
0.0042318160155652654 0.15862745 0.024519502498483003 1.049148 0.04951950249848336
3.679329836295331e-06 228.43380587800002 0.0 44.973308159999995 6.661338147750939e-16
0.00038792167528359077 1.278901512 0.0 4.47260784 6.661338147750939e-16
0.003650408654241824 0.317187979 0.009600044717282596 1.03374912 0.009600044717283263
0.0006426364506938692 1.629041369 0.0031617002283430284 2.71289916 0.026838299771657526
0.0005364860373464829 0.917565066 0.009335984884273674 2.8282364399999995 0.014335984884274233
4.644629872641015e-06 163.483085961 2.861897962846971e-05 37.429892040000006 2.8618979629135843e-05
1.8042820804629937e-05 20.851435618 0.05799999183643598 21.8691342 0.037000008163564635
0.00023314214925331637 3.1076093670000002 0.07862009372196588 4.952774880000001 0.11862009372196614
0.003979596001986586 0.153236702 0.0 1.1150006399999999 6.661338147750939e-16
0.00017552370639083078 3.4601044510000003 0.015363655754579097 5.508436079999999 0.05536365575457913
2.163605327009815e-06 317.215447651 0.006489349450167159 139.71406134 0.07351065054983319
0.00824085536255123 0.099495067 0.028797533786612817 0.6497730000000002 0.03620246621338752
3.92339884149437e-06 207.135536808 0.04120359706622878 43.055013120000005 0.06620359706622914
2.869194844555571e-06 128.77141704299999 0.0349999919831753 40.204311839999995 0.01999999198317534
3.1449680769540444e-07 1426.664985269 0.030655047484258846 132.01318584 0.015655047484259388
8.126426903544712e-06 88.806831379 0.01000000081956385 27.310959479999998 8.195638508123881e-10
0.0004838229805094206 2.174351289 0.029168330349819693 3.0620337600000007 0.059168330349819775
9.559901907020458e-06 51.992431087 0.010465476304227186 34.219503540000005 0.015465476304227177
0.00023509166774383705 1.766160153 0.005000000819563852 5.20441854 8.195638508123881e-10
0.004237695163756342 0.146647627 0.005223725247253253 1.2470196 0.004776274752747445
0.00027068227170148147 1.923369619 0.0 5.741575439999999 6.661338147750939e-16
0.0005384435206529919 0.961854948 0.009600020516988605 3.31059984 0.009600020516989272
1.3389907664296386e-05 52.375654127000004 0.007738703059118945 27.3616812 0.007261296940881012
0.00035288560335285845 2.560969884 0.0414471364664325 4.561313340000001 0.018552863533567887
0.004959134480623457 0.28889995399999996 0.028610751755258734 1.0409667599999999 0.013610751755258943
4.871315340300799e-05 14.52325673 0.03499999627470962 10.656393659999999 0.0099999962747096
0.0003766907092813339 2.539116907 0.006893603023190137 3.74811066 0.008106396976810593
5.673959150074032e-05 9.844050633999998 0.0014454895968409875 13.02077364 0.026445489596841676
0.0032298745436564833 0.270562106 0.005953404234107167 1.4093736 0.009046595765893506
4.5592925248003065e-06 126.93511556 0.009007086573331158 34.47203094 0.0009929134266688493
0.0036627042503125777 0.164656733 0.0014929983428569327 1.31243136 0.008507001657143687
3.381308901292943e-05 23.885992941 0.005315171373638683 12.591161640000001 0.00031517137363923364
0.00038694884832378646 0.927570584 0.010000006884336443 3.8805513599999997 0.06999999311566346
7.803946917320702e-05 7.432323526999999 0.03379670013933944 9.00995088 0.0037967001393396926
0.00018285889804719188 2.149955025 0.02000001192092893 5.78662278 0.019999988079071163
7.518831868247768e-05 5.653296858 0.015000006884336559 9.7397085 0.030000006884337127
0.00017458342331769502 1.954445755 0.005000019744038853 5.8149312 1.974403929239088e-08
0.000666501730629083 0.586676054 0.014946398937698821 2.56412448 0.014946398937698807
0.0007837643876018146 0.8451879880000001 3.1664967349576134e-10 1.99129824 0.010000000316649674
0.003513835872243537 0.17616832600000001 0.014999992741634327 1.17174402 0.04999999274163447
0.00016276706205509457 2.777569552 5.149977428731134e-06 7.1826756 5.149977429397268e-06
0.00021487851254403003 3.80929959 0.0002630139984245855 4.780496879999999 0.0002630139984245855
0.0039142084471145535 0.30029531600000003 0.048041008959082754 1.23628224 0.013041008959082806
0.0001974332301925054 3.73745377 0.0006194398925815081 8.974206600000002 0.0006194398925821742
0.000387570458940947 1.7009677589999999 0.010604835040710303 3.9825716400000006 0.02439516495929006
0.00041385391045145527 1.975518046 0.0021857044154177663 3.4094428800000007 0.007814295584582354
0.00038717673960068694 1.342804388 0.04374300977205331 3.58205844 0.01625699022794702
0.000647240287710044 0.874244545 0.0122049677332986 3.49253964 0.01779503226670129
0.0014748138690981792 0.405008323 0.011771179633879858 2.18120508 0.01322882036612072
0.00034940008920879187 2.23085091 0.007923630971255369 4.25512068 0.017923630971256044
0.0007008173806841866 0.483897226 0.023834333529459822 2.7866523000000005 0.013834333529459897
3.4221343710792193e-06 143.194016136 0.05310542779653582 42.418185120000004 0.0018945722034643397
0.00037127875415253627 1.244341322 0.00695875218655595 3.946942440000001 0.006958752186556394
0.0013484972720811629 0.443466567 0.01141459820000068 1.8293384400000001 0.05358540179999993
0.00018234291304394413 3.1656372540000004 0.0049999986961483806 5.873877959999999 0.030000001303852275
0.00015735789138106039 2.3339175890000003 0.024955000985361547 5.4070911000000015 0.020044999014639076
0.0002667653961961077 4.321085868 0.01223913340435745 6.70976964 0.032239133404357634
0.00320759582177084 0.19920854600000001 0.010000003725290418 1.2021973200000002 0.02999999627470959
0.0006322644848421502 0.48149405100000003 0.020000007399072928 2.84860068 0.08000000739907343
0.0005512063536113093 0.905302961 0.00024747223325716217 2.8140185399999997 0.029752527766742753
5.394662555815656e-05 10.798419336999999 0.008105415866996368 12.64086756 0.0181054158669966
2.737106114975744e-05 13.370960721 0.01457387156675738 15.459917099999998 0.00042612843324268956
0.0007939807544808468 0.948080545 0.045036306634222145 2.5665961200000003 0.04503630663422231
0.003172673095545113 0.196643742 0.018558674120544794 1.40537076 0.0035586741205452244
0.004819037057006904 0.158840947 0.0005583064718801545 1.2596997000000003 0.009441693528119889
6.151888411359408e-06 197.45361931000002 0.005588432989990455 30.70542606 0.0005884329899911167
