scaling_min 4.5
scaling_max 5.2
num_runs 100
num_evidence_var 3
max_iter 100
ev_prob_list mc_rt_list mc_me_list qinf_rt_list qinf_me_list
3.581151854592038e-05 18.743708757 0.010138508306553162 11.59710828 0.00986149169344741
8.283661620772775e-05 10.744641598 0.01000000081956385 9.86307984 0.019999999180436823
7.700991390540554e-05 9.753873376 0.0043381673160446665 8.67097032 0.014338167316044703
0.004061039306646231 0.166919214 0.002410745922460489 1.21934898 0.002410745922461155
0.00022603294894025833 1.90538776 0.0650000119209288 7.4223432 0.009999988079071431
6.173034073013156e-06 109.87466493299999 0.002131871380558037 32.20735044 0.0071318713805587075
0.0016761386580223519 0.346750803 0.012378117619292084 1.5931285199999998 0.027378117619292763
0.0020530886406735036 0.165848786 0.024999999999999994 1.58076786 0.03000000000000047
1.0321593014868542e-05 42.686464103999995 0.00039996918392330195 21.574648320000005 0.009600030816077298
1.8474479611602429e-06 229.50764303 0.023595948121179044 49.57167312000001 0.05140405187882113
0.0030114774309418983 0.296283705 0.02499999999999991 1.2548664 0.010000000000000037
4.706061172105867e-05 7.6052595190000005 0.00022860910444966187 9.45293484 0.000228609104450328
4.3404249567902205e-05 15.81536242 0.0010107669449986867 10.579590000000001 0.0010107669449993528
9.775127204365502e-06 114.551504114 0.03173618673785561 23.021214480000005 0.003263813262144588
5.453831680924142e-06 55.723340428 0.0 36.99367884 6.661338147750939e-16
0.00011145001927696068 4.528033818 0.0 6.9366336 6.661338147750939e-16
0.0002358466166987731 1.340235609 0.004558021528177525 5.1830073599999995 0.020441978471822567
3.074792705125475e-05 11.374365685999999 0.0045000039085244525 20.241160620000002 0.0004999960914755797
6.027512159529735e-06 66.71478856 0.016190429267982698 32.8986789 0.023809570732017615
7.536160788519225e-06 97.99454592000001 0.02015989732516532 25.83934656 0.010159897325165979
1.2652543451956225e-05 24.389306739 9.998000389466188e-05 21.7934832 9.998000389532802e-05
0.0011326712460997675 0.979141172 0.05149681115401372 2.6993108400000003 0.051496811154014166
0.0003943428163806996 0.74735571 0.000399972778119621 4.623816720000001 0.009600027221881136
1.3795664315101197e-05 49.033728026999995 0.0029923243165843605 22.080366960000003 0.012992324316585036
6.884757927807096e-05 7.96128273 0.020010001725392357 9.57842724 0.019989998274607637
0.0009310109596475609 0.597689975 0.00039996362825813793 2.5818288600000003 0.00039996362825813793
0.0036067173925754506 0.08429182900000001 0.005100858387642515 1.3976470800000003 0.00010085838764317678
0.0059205636984250515 0.163911941 0.06540126755752447 0.79585776 0.07040126755752447
0.00010280474368336123 3.714929332 0.005399974128694323 7.69988982 0.009600025871306372
0.0009846787346975095 0.617962198 0.0026500259714344887 2.17674534 0.012650025971435164
0.005357664316902966 0.130045783 0.07174432952483212 1.1959567199999999 0.07825567047516807
7.926854302299567e-06 81.168242248 0.043892390296398666 24.913944000000004 0.0011076097036020194
